insumo,dep,cultivo,tipo,mes,ha,usd,estructura
Abono orgánico,Amazonas,piña,permanente,May,99.125,3196.98,propia
Fertilizante,Amazonas,piña,permanente,Jun,99.125,14851.67,propia
Fitosanitario,Amazonas,piña,permanente,Jun,99.125,8417.77,propia
Semilla,Amazonas,piña,permanente,Jun,99.125,15110.57,propia
Abono orgánico,Amazonas,piña,permanente,Jun,99.125,3196.98,propia
Fertilizante,Amazonas,piña,permanente,Jul,99.125,14851.67,propia
Fitosanitario,Amazonas,piña,permanente,Jul,99.125,8417.77,propia
Semilla,Amazonas,piña,permanente,Jul,99.125,15110.57,propia
Abono orgánico,Amazonas,piña,permanente,Jul,99.125,3196.98,propia
Fertilizante,Amazonas,piña,permanente,Ago,99.125,14851.67,propia
Fitosanitario,Amazonas,piña,permanente,Ago,99.125,8417.77,propia
Semilla,Amazonas,piña,permanente,Ago,99.125,15110.57,propia
Abono orgánico,Amazonas,piña,permanente,Ago,99.125,3196.98,propia
Fertilizante,Amazonas,piña,permanente,Set,99.125,14851.67,propia
Fitosanitario,Amazonas,piña,permanente,Set,99.125,8417.77,propia
Semilla,Amazonas,piña,permanente,Set,99.125,15110.57,propia
Abono orgánico,Amazonas,piña,permanente,Set,99.125,3196.98,propia
Fertilizante,Amazonas,piña,permanente,Oct,99.125,14851.67,propia
Fitosanitario,Amazonas,piña,permanente,Oct,99.125,8417.77,propia
Semilla,Amazonas,piña,permanente,Oct,99.125,15110.57,propia
Abono orgánico,Amazonas,piña,permanente,Oct,99.125,3196.98,propia
Fertilizante,Amazonas,piña,permanente,Nov,99.125,14851.67,propia
Fitosanitario,Amazonas,piña,permanente,Nov,99.125,8417.77,propia
Semilla,Amazonas,piña,permanente,Nov,99.125,15110.57,propia
Abono orgánico,Amazonas,piña,permanente,Nov,99.125,3196.98,propia
Fertilizante,Amazonas,piña,permanente,Dic,99.125,14851.67,propia
Fitosanitario,Amazonas,piña,permanente,Dic,99.125,8417.77,propia
Semilla,Amazonas,piña,permanente,Dic,99.125,15110.57,propia
Abono orgánico,Amazonas,piña,permanente,Dic,99.125,3196.98,propia
Fertilizante,Ayacucho,piña,permanente,Ene,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Ene,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Ene,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Ene,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Feb,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Feb,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Feb,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Feb,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Mar,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Mar,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Mar,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Mar,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Abr,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Abr,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Abr,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Abr,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,May,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,May,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,May,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,May,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Jun,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Jun,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Jun,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Jun,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Jul,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Jul,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Jul,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Jul,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Ago,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Ago,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Ago,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Ago,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Set,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Set,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Set,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Set,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Oct,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Oct,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Oct,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Oct,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Nov,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Nov,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Nov,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Nov,0.5,16.13,propia
Fertilizante,Ayacucho,piña,permanente,Dic,0.5,74.91,propia
Fitosanitario,Ayacucho,piña,permanente,Dic,0.5,42.46,propia
Semilla,Ayacucho,piña,permanente,Dic,0.5,76.22,propia
Abono orgánico,Ayacucho,piña,permanente,Dic,0.5,16.13,propia
Fertilizante,Cajamarca,piña,permanente,Ene,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Ene,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Ene,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Ene,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Feb,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Feb,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Feb,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Feb,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Mar,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Mar,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Mar,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Mar,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Abr,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Abr,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Abr,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Abr,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,May,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,May,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,May,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,May,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Jun,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Jun,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Jun,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Jun,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Jul,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Jul,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Jul,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Jul,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Ago,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Ago,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Ago,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Ago,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Set,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Set,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Set,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Set,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Oct,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Oct,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Oct,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Oct,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Nov,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Nov,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Nov,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Nov,46.66666666666666,1505.09,propia
Fertilizante,Cajamarca,piña,permanente,Dic,46.66666666666666,6991.96,propia
Fitosanitario,Cajamarca,piña,permanente,Dic,46.66666666666666,3962.97,propia
Semilla,Cajamarca,piña,permanente,Dic,46.66666666666666,7113.84,propia
Abono orgánico,Cajamarca,piña,permanente,Dic,46.66666666666666,1505.09,propia
Fertilizante,Cusco,piña,permanente,Ene,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Ene,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Ene,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Ene,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Feb,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Feb,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Feb,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Feb,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Mar,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Mar,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Mar,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Mar,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Abr,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Abr,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Abr,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Abr,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,May,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,May,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,May,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,May,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Jun,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Jun,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Jun,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Jun,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Jul,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Jul,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Jul,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Jul,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Ago,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Ago,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Ago,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Ago,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Set,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Set,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Set,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Set,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Oct,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Oct,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Oct,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Oct,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Nov,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Nov,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Nov,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Nov,89.625,2890.58,propia
Fertilizante,Cusco,piña,permanente,Dic,89.625,13428.31,propia
Fitosanitario,Cusco,piña,permanente,Dic,89.625,7611.02,propia
Semilla,Cusco,piña,permanente,Dic,89.625,13662.39,propia
Abono orgánico,Cusco,piña,permanente,Dic,89.625,2890.58,propia
Fertilizante,Huánuco,piña,permanente,Ene,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Ene,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Ene,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Ene,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Feb,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Feb,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Feb,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Feb,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Mar,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Mar,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Mar,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Mar,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Abr,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Abr,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Abr,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Abr,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,May,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,May,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,May,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,May,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Jun,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Jun,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Jun,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Jun,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Jul,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Jul,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Jul,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Jul,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Ago,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Ago,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Ago,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Ago,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Set,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Set,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Set,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Set,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Oct,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Oct,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Oct,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Oct,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Nov,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Nov,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Nov,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Nov,63.5,2048.0,propia
Fertilizante,Huánuco,piña,permanente,Dic,63.5,9514.06,propia
Fitosanitario,Huánuco,piña,permanente,Dic,63.5,5392.47,propia
Semilla,Huánuco,piña,permanente,Dic,63.5,9679.91,propia
Abono orgánico,Huánuco,piña,permanente,Dic,63.5,2048.0,propia
Fertilizante,Junín,piña,permanente,Ene,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Ene,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Ene,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Ene,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Feb,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Feb,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Feb,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Feb,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Mar,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Mar,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Mar,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Mar,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Abr,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Abr,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Abr,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Abr,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,May,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,May,561.5,47683.02,propia
Semilla,Junín,piña,permanente,May,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,May,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Jun,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Jun,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Jun,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Jun,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Jul,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Jul,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Jul,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Jul,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Ago,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Ago,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Ago,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Ago,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Set,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Set,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Set,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Set,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Oct,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Oct,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Oct,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Oct,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Nov,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Nov,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Nov,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Nov,561.5,18109.49,propia
Fertilizante,Junín,piña,permanente,Dic,561.5,84128.26,propia
Fitosanitario,Junín,piña,permanente,Dic,561.5,47683.02,propia
Semilla,Junín,piña,permanente,Dic,561.5,85594.79,propia
Abono orgánico,Junín,piña,permanente,Dic,561.5,18109.49,propia
Fertilizante,La Libertad,piña,permanente,Ene,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Ene,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Ene,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Ene,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Feb,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Feb,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Feb,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Feb,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Mar,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Mar,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Mar,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Mar,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Abr,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Abr,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Abr,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Abr,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,May,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,May,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,May,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,May,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Jun,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Jun,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Jun,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Jun,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Jul,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Jul,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Jul,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Jul,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Ago,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Ago,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Ago,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Ago,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Set,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Set,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Set,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Set,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Oct,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Oct,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Oct,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Oct,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Nov,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Nov,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Nov,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Nov,92.29166666666669,2976.59,propia
Fertilizante,La Libertad,piña,permanente,Dic,92.29166666666669,13827.85,propia
Fitosanitario,La Libertad,piña,permanente,Dic,92.29166666666669,7837.48,propia
Semilla,La Libertad,piña,permanente,Dic,92.29166666666669,14068.9,propia
Abono orgánico,La Libertad,piña,permanente,Dic,92.29166666666669,2976.59,propia
Fertilizante,Loreto,piña,permanente,Ene,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Ene,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Ene,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Ene,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Feb,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Feb,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Feb,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Feb,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Mar,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Mar,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Mar,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Mar,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Abr,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Abr,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Abr,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Abr,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,May,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,May,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,May,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,May,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Jun,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Jun,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Jun,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Jun,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Jul,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Jul,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Jul,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Jul,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Ago,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Ago,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Ago,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Ago,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Set,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Set,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Set,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Set,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Oct,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Oct,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Oct,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Oct,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Nov,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Nov,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Nov,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Nov,199.58333333333331,6436.96,propia
Fertilizante,Loreto,piña,permanente,Dic,199.58333333333331,29903.12,propia
Fitosanitario,Loreto,piña,permanente,Dic,199.58333333333331,16948.77,propia
Semilla,Loreto,piña,permanente,Dic,199.58333333333331,30424.39,propia
Abono orgánico,Loreto,piña,permanente,Dic,199.58333333333331,6436.96,propia
Fertilizante,Madre de Dios,piña,permanente,Ene,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Ene,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Ene,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Ene,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Feb,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Feb,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Feb,35.166666666666664,5360.79,propia
Abono orgánico,Madre de Dios,piña,permanente,Feb,35.166666666666664,1134.19,propia
Fertilizante,Madre de Dios,piña,permanente,Mar,35.166666666666664,5268.94,propia
Fitosanitario,Madre de Dios,piña,permanente,Mar,35.166666666666664,2986.38,propia
Semilla,Madre de Dios,piña,permanente,Mar,35.166666666666664,5360.79,propia
