cultivo,plaga,producto,ingrediente_activo,clase,toxicidad,dosis_min,dosis_max,unidad_dosis,dosis_estimada,cilindros_por_ha,precio_usd_kg,costo_ha_min_usd,costo_ha_max_usd,costo_ha_min_fob_usd,carencia_dias,lmr_ppm,titular,registro
Ají amarrillo/escabeche/mirasol/pacae,Caracha (mosquilla de los brotes),ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,1.0,1.0,lt,True,2.0,45.5871,45.59,45.59,18.51,45,0.005,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Cercosporiasis,ANTRACOL 70% PM,PROPINEB,Fungicida,Ligeramente Peligroso,1.5,2.5,kg,False,,20.8568,31.29,52.14,9.32,7,1,BAYER S.A.,043-96-AG-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Gusano de la hoja,TRACER 120 SC,SPINOSAD,Insecticida,Ligeramente Peligroso,0.1,0.1,lt,False,,134.0796,13.41,13.41,7.69,1,0.4,CORTEVA AGRISCIENCE PERU S.A.C,PQUA N° 100-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Gusano medidor de la hoja,NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.2,0.4,kl,False,,53.6318,10.73,21.45,1.87,7,10,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Gusano medidor de la hoja,LEPIBAC 10 PM,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,0.5,0.6,kilogramo,False,,36.6484,18.32,21.99,2.63,,,SILVESTRE PERU S.A.C.,PBUA N° 009-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Gusano medidor de la hoja,KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.6,kl,False,,47.6728,19.07,28.6,3.94,3,2,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Mancha de la hoja,ANTRACOL 70% PM,PROPINEB,Fungicida,Ligeramente Peligroso,1.5,2.5,kg,False,,20.8568,31.29,52.14,9.32,7,1,BAYER S.A.,043-96-AG-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Mancha negra de la hoja,ANTRACOL 70% PM,PROPINEB,Fungicida,Ligeramente Peligroso,1.5,2.5,kg,False,,20.8568,31.29,52.14,9.32,7,1,BAYER S.A.,043-96-AG-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Mosca blanca,ACTARA 25 WG,THIAMETHOXAM,Insecticida,Ligeramente Peligroso,0.175,0.25,kl,False,,208.5683,36.5,52.14,10.55,3,0.7,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3270-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Pulgón negro de los cítricos,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.2,0.2,lt,True,2.0,45.5871,9.12,9.12,3.7,35,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Ají amarrillo/escabeche/mirasol/pacae,Pulgón verde de los citricos,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.2,0.2,lt,True,2.0,45.5871,9.12,9.12,3.7,35,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Alcachofa,,CAMPAL PLUS 100 EC,ALPHA-CYPERMETHRIN,Insecticida,Moderadamente Peligroso,0.4,0.5,lt,True,2.0,17.8773,7.15,8.94,1.31,7,2,NEOAGRUM S.A.,PQUA N° 659-SENASA
Alcachofa,,PRECISION 100 EC,ALPHA-CYPERMETHRIN,Insecticida,Moderadamente Peligroso,0.4,0.4,lt,True,2.0,17.8773,7.15,7.15,1.36,7,0.1,SILVESTRE PERU S.A.C.,PQUA N° 507-SENASA
Alcachofa,,VYDAN 250 EC,TRIADIMENOL,Fungicida,Ligeramente Peligroso,0.2,0.3,lt,True,2.0,47.6728,9.53,14.3,2.1,3,0.05,SILVESTRE PERU S.A.C.,634-98-AG-SENASA
Alcachofa,,PROTEXIN 500 FW,CARBENDAZIM,Fungicida,Ligeramente Peligroso,0.6,0.6,lt,True,2.0,19.3671,11.62,11.62,1.62,14,0.1,SILVESTRE PERU S.A.C.,850-99-AG-SENASA
Alcachofa,,COLOSO 50 SG,EMAMECTIN BENZOATO,Insecticida,Ligeramente Peligroso,0.15,0.2,kg,False,,83.4273,12.51,16.69,0.88,30,0.1,SILVESTRE PERU S.A.C.,PQUA Nº 915-SENASA
Alcachofa,,DIFECONASIL 250 EC,DIFENOCONAZOLE,Fungicida,Ligeramente Peligroso,0.2,0.3,kg,True,2.0,64.0603,12.81,19.22,1.02,14,0.02,SILVESTRE PERU S.A.C.,PQUA N° 514-SENASA
Alcachofa,,ALTO 100 SL,CYPROCONAZOLE,Fungicida,Ligeramente Peligroso,0.125,0.25,lt,False,,114.7126,14.34,28.68,6.2,14,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 2928-SENASA
Alcachofa,,MICROTHIOL SPECIAL,AZUFRE,"Acaricida, Fungicida",Ligeramente Peligroso,2.0,2.0,kl,True,2.0,7.4489,14.9,14.9,2.83,7,,FARMAGRO S A,435-97-AG-SENASA
Alcachofa,,AMISTROBIN,AZOXYSTROBIN,Fungicida,Ligeramente Peligroso,0.12,0.12,kg,True,2.0,125.141,15.02,15.02,2.27,,5,SOCIEDAD ANONIMA FAUSTO PIAGGIO,PQUA N° 622-SENASA
Alcachofa,,DERRIBE 50 EC,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.4,0.5,lt,False,,43.2034,17.28,21.6,4.7,,10,POINT ANDINA S.A,PQUA N° 117-SENASA
Alcachofa,,LUXAZIM 500,CARBENDAZIM,Fungicida,Ligeramente Peligroso,1.0,1.0,lt,False,,18.7711,18.77,18.77,2.71,,0.1,NEOAGRUM S.A.,PQUA N° 3904-SENASA
Alcachofa,,VERTICAL 250 EW,TEBUCONAZOLE,Fungicida,Ligeramente Peligroso,0.5,0.5,lt,False,,38.1382,19.07,19.07,2.31,7,0.05,SILVESTRE PERU S.A.C.,PQUA N° 143-SENASA
Alcachofa,,MAGISTRAL 50 EC,LUFENURON,Insecticida,Ligeramente Peligroso,0.5,0.5,lt,False,,38.7341,19.37,19.37,1.5,,0.1,SILVESTRE PERU S.A.C.,PQUA N° 166-SENASA
Alcachofa,,LEPIBAC 10 PM,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,0.6,0.6,kilogramo,False,,36.6484,21.99,21.99,3.16,,,SILVESTRE PERU S.A.C.,PBUA N° 009-SENASA
Alcachofa,,TOPAS 100 EC,PENCONAZOLE,Fungicida,Ligeramente Peligroso,0.25,0.3,lt,True,2.0,95.3455,23.84,28.6,12.02,14,0.2,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,015-96-AG-SENASA
Alcachofa,,SPLINTER 120 SC,SPINOSAD,Insecticida,Ligeramente Peligroso,0.15,0.15,lt,True,2.0,170.1321,25.52,25.52,5.57,2,0.2,SILVESTRE PERU S.A.C.,PQUA N° 510-SENASA
Alcachofa,,CONFIEE 325 SC,"AZOXYSTROBIN, DIFENOCONAZOLE",Fungicida,Ligeramente Peligroso,0.35,0.4,lt,False,,72.9989,25.55,29.2,2.45,14,1,NEOAGRUM S.A.,PQUA N° 1095-SENASA
Alcachofa,,LARVIX,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.4,kg,True,2.0,65.55,26.22,26.22,3.87,7,0.02,COMERCIAL ANDINA INDUSTRIAL S.A.C,PQUA N° 229-SENASA
Alcachofa,,KIETO 150 WG,"LUFENURON, EMAMECTIN BENZOATO",Insecticida,Moderadamente Peligroso,0.2,0.3,kg,True,2.0,134.0796,26.82,40.22,1.72,14,0.1,NEOAGRUM S.A.,PQUA N° 1203-SENASA
Alcachofa,,SCORE 250 EC,DIFENOCONAZOLE,Fungicida,Moderadamente Peligroso,0.25,0.375,lt,False,,119.1819,29.8,44.69,6.0,,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 326-SENASA
Alcachofa,,AMISTAR TOP,"AZOXYSTROBIN, DIFENOCONAZOLE",Fungicida,Moderadamente Peligroso,0.35,0.4,lt,False,,105.7739,37.02,42.31,14.55,30,5,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 327-SENASA
Alcachofa,,OMEX SW7,TETRAETHYL SILICATE,"Acaricida, Insecticida, Fungicida",Ligeramente Peligroso,0.6,0.6,lt,True,2.0,68.5296,41.12,41.12,17.37,,,SILVESTRE PERU S.A.C.,PBUA 283-SENASA
Alcachofa,,ABSOLUTE 60 SC,SPINETORAM,Insecticida,Ligeramente Peligroso,0.15,0.15,lt,False,,291.9956,43.8,43.8,13.14,2,0.3,CORTEVA AGRISCIENCE PERU S.A.C,PQUA N° 206-SENASA
Alcachofa,,AMISTAR 50 WG,AZOXYSTROBIN,Fungicida,Ligeramente Peligroso,0.15,0.2,kl,False,,297.9547,44.69,59.59,8.47,,4,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 020-SENASA
Alcachofa,,EPICO 750 WG,"TEBUCONAZOLE, AZOXYSTROBIN",Fungicida,Ligeramente Peligroso,0.3,0.3,kg,False,,148.9773,44.69,44.69,3.7,14,,SILVESTRE PERU S.A.C.,PQUA N° 686-SENASA
Alcachofa,,FOLIGUARD SC,TRICHODERMA HARZIANUM,Fungicida,Ligeramente Peligroso,0.5,0.6,litro,True,2.0,105.7739,52.89,63.46,17.76,,,FARMAGRO S A,PBUA N° 159-SENASA
Alcachofa,,SERENADE ASO,BACILLUS AMYLOLIQUEFACIENS,Fungicida,Ligeramente Peligroso,2.0,6.0,litro,True,2.0,28.3057,56.61,169.83,19.5,,,BAYER S.A.,PBUA N° 090-SENASA
Alcachofa,,AMIPRID 20 SP,ACETAMIPRID,Insecticida,Moderadamente Peligroso,0.6,0.6,kg,True,2.0,114.7126,68.83,68.83,1.91,7,0.01,SILVESTRE PERU S.A.C.,PQUA N° 131-SENASA
Alcachofa,,NATIVO 75 WG,"TRIFLOXYSTROBIN, TEBUCONAZOLE",Fungicida,Ligeramente Peligroso,0.3,0.3,kl,False,,244.3228,73.3,73.3,26.43,21,,BAYER S.A.,PQUA N° 193-SENASA
Alcachofa,Amor seco,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Amor seco,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.75,5.0,lt,False,,6.6742,25.03,33.37,8.3,,0.2,FARMAGRO S A,067-96-AG-SENASA
Alcachofa,Amor seco,FUEGO GLUFO 200 SL,GLUFOSINATE-AMMONIUM,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,True,2.0,22.9425,45.88,91.77,3.14,5,0.1,NEOAGRUM S.A.,PQUA N° 3057-SENASA
Alcachofa,BROTE DE YEMAS,AGRISPON,EXTRACTO VEGETAL (VARIOS),Bioestimulante,Ligeramente Peligroso,1.0,1.0,lt,True,2.0,47.6728,47.67,47.67,6.79,,,SILVESTRE PERU S.A.C.,PBUA N° 135-SENASA
Alcachofa,Caballada (gusano ejército),POUNCE,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.16,0.3,lt,True,2.0,59.5909,9.53,17.88,3.36,,0.05,FMC LATINOAMERICA S.A. SUCURSAL,083-96-AG-SENASA
Alcachofa,Caballada (gusano ejército),LUFENUX 50 EC,LUFENURON,Insecticida,Ligeramente Peligroso,0.5,0.6,lt,True,2.0,29.1996,14.6,17.52,1.7,30,0.1,COMERCIAL ANDINA INDUSTRIAL S.A.C,PQUA N° 323-SENASA
Alcachofa,Caballada (gusano ejército),MATCH 50 EC,LUFENURON,Insecticida,Ligeramente Peligroso,0.6,0.7,lt,False,,74.4887,44.69,52.14,13.72,,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,565-98-AG-SENASA
Alcachofa,Caballada (gusano ejército),SORBA 50 EC,LUFENURON,Insecticida,Ligeramente Peligroso,0.6,0.7,lt,False,,78.958,47.37,55.27,17.02,14,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,645-98-AG-SENASA
Alcachofa,Caballada (gusano ejército),CORAGEN SC,CHLORANTRANILIPROLE,Insecticida,Ligeramente Peligroso,0.15,0.15,lt,False,,448.4218,67.26,67.26,24.65,3,0.3,FMC LATINOAMERICA S.A. SUCURSAL,PQUA N° 451-SENASA
Alcachofa,Cadillo,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Cadillo,FUEGO,GLYPHOSATE,Herbicida,Ligeramente Peligroso,6.0,8.0,lt,True,2.0,8.6407,51.84,69.13,13.2,14,0.1,NEOAGRUM S.A.,PQUA N° 2551-SENASA
Alcachofa,Cadillo,CENTURION,CLETHODIM,Herbicida,Ligeramente Peligroso,1.2,1.2,lt,False,,61.3787,73.65,73.65,18.24,40,0.5,UPL PERU S.A.C.,PQUA N° 4064-SENASA
Alcachofa,Capulí cimarrón,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Capulí cimarrón,SELLADOR 400 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,11.92,90,0.05,NEOAGRUM S.A.,PQUA N° 146-SENASA
Alcachofa,Caracha (mosquilla de los brotes),ZUXION 20 LS,IMIDACLOPRID,Insecticida,Ligeramente Peligroso,0.5,0.5,lt,True,2.0,28.3057,14.15,14.15,1.53,7,0.05,SILVESTRE PERU S.A.C.,PQUA Nº 1633-SENASA
Alcachofa,Chamico,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Chupadera fungosa / Rhizoctoniasis,ACRONIS,"PYRACLOSTROBIN, THIOPHANATE METHYL",Fungicida,Moderadamente Peligroso,0.4,0.4,lt,False,,104.2841,41.71,41.71,9.31,,0.02,BASF PERUANA S A,PQUA N° 411-SENASA
Alcachofa,Cola de zorro,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Coquito,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Coquito,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,5.3632,16.09,21.45,5.5,60,0.1,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Alcachofa,Coquito,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.75,5.0,lt,False,,6.6742,25.03,33.37,8.3,,0.2,FARMAGRO S A,067-96-AG-SENASA
Alcachofa,Euphoria,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Grama china (gramalote),EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Grama china (gramalote),DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.75,5.0,lt,False,,6.6742,25.03,33.37,8.3,,0.2,FARMAGRO S A,067-96-AG-SENASA
Alcachofa,Grama china (gramalote),FUEGO GLUFO 200 SL,GLUFOSINATE-AMMONIUM,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,True,2.0,22.9425,45.88,91.77,3.14,5,0.1,NEOAGRUM S.A.,PQUA N° 3057-SENASA
Alcachofa,Grama china (gramalote),FUEGO,GLYPHOSATE,Herbicida,Ligeramente Peligroso,6.0,8.0,lt,True,2.0,8.6407,51.84,69.13,13.2,14,0.1,NEOAGRUM S.A.,PQUA N° 2551-SENASA
Alcachofa,Grama china (gramalote),CENTURION,CLETHODIM,Herbicida,Ligeramente Peligroso,1.2,1.2,lt,False,,61.3787,73.65,73.65,18.24,40,0.5,UPL PERU S.A.C.,PQUA N° 4064-SENASA
Alcachofa,Grama dulce / Pasto Bermuda,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,7.8213,15.64,31.29,3.12,,0.1,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Alcachofa,Grama dulce / Pasto Bermuda,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.75,5.0,lt,False,,6.6742,25.03,33.37,8.3,,0.2,FARMAGRO S A,067-96-AG-SENASA
Alcachofa,Gusano Cogollero,SUPERMILL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.5,kl,False,,4.4693,1.79,2.23,3.77,7,0.05,DROKASA  PERU S.A,PQUA N° 1509-SENASA
Alcachofa,Gusano Cogollero,BIOCILLUS,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,0.5,0.6,kilogramo,True,2.0,23.8364,11.92,14.3,3.25,,,DROKASA  PERU S.A,PBUA N° 149-SENASA
Alcachofa,Gusano Cogollero,KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.5,kg,True,2.0,47.6728,19.07,23.84,3.94,7,0.02,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Alcachofa,Gusano Cogollero,TUCANO,"TEBUFENOZIDE, EMAMECTIN BENZOATO",Insecticida,Ligeramente Peligroso,0.25,0.3,kg,True,2.0,129.1137,32.28,38.73,4.89,14,,MONTANA S. A.,PQUA N° 1688-SENASA
Alcachofa,Gusano medidor de la hoja,LEPIBAC 10 PM,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,0.5,0.6,kilogramo,False,,36.6484,18.32,21.99,2.63,,,SILVESTRE PERU S.A.C.,PBUA N° 009-SENASA
Alcachofa,Gusano perforador grande de la bellota,NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.3,0.4,kl,True,2.0,53.6318,16.09,21.45,2.81,7,0.2,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
Alcachofa,Gusano perforador grande de la bellota,BULLGEN 6.4 WP,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida,Ligeramente Peligroso,0.8,0.8,kg,True,2.0,23.2405,18.59,18.59,4.25,,,AVGUST PERU S.A.C.,018-SENASA-PBA-ACBM
Alcachofa,Gusano perforador grande de la bellota,TRACER 120 SC,SPINOSAD,Insecticida,Ligeramente Peligroso,0.15,0.2,lt,True,2.0,134.0796,20.11,26.82,11.54,2,0.3,CORTEVA AGRISCIENCE PERU S.A.C,PQUA N° 100-SENASA
Alcachofa,Gusano perforador grande de la bellota,BTK-CROPS,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida,Ligeramente Peligroso,0.6,1.0,lt,True,2.0,44.6932,26.82,44.69,4.5,,,CROPS PROTECTION S.A.C.,073-SENASA-PBA-ACBM
Alcachofa,Gusano perforador grande de la bellota,PROCLAIM OPTI,EMAMECTIN BENZOATO,Insecticida,Moderadamente Peligroso,0.2,0.2,kg,False,,178.7728,35.75,35.75,11.96,3,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N°1511-SENASA
Alcachofa,Gusano perforador grande de la bellota,ENTRUST SC,SPINOSAD,Insecticida,,0.15,0.15,litro,False,,247.3024,37.1,37.1,22.96,2,0.3,CORTEVA AGRISCIENCE PERU S.A.C,0386-SENASA-PBA
Alcachofa,Gusano perforador grande de la bellota,EN VIVO SC,MAMESTRA BRASSICAE VIRUS DE LA POLIEDROSIS NUCLEAR,Insecticida,,0.7,1.0,lt,True,2.0,101.3046,70.91,101.3,28.75,,,POINT ANDINA S.A,004-SENASA-PBA-ACBM
Alcachofa,Hierba de gallinazo,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,5.3632,16.09,21.45,5.5,60,0.1,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Alcachofa,Hierba mora,SELLADOR 400 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,11.92,90,0.05,NEOAGRUM S.A.,PQUA N° 146-SENASA
Alcachofa,Kiwicha,SELLADOR 400 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,11.92,90,0.05,NEOAGRUM S.A.,PQUA N° 146-SENASA
Alcachofa,Lechera,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,5.3632,16.09,21.45,5.5,60,0.1,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Alcachofa,Lengua de vaca,SELLADOR 400 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,1.6,3.0,lt,True,2.0,13.408,21.45,40.22,6.36,23,0.05,NEOAGRUM S.A.,PQUA N° 146-SENASA
Alcachofa,Mancha negra de la hoja,MANGANEB PLUS,MANCOZEB,Fungicida,Ligeramente Peligroso,1.5,2.5,kl,False,,11.0243,16.54,27.56,4.7,15,0.05,FARMAGRO S A,PQUA N° 1741-SENASA
Alcachofa,Marchitez,T-REX 360 SL,HYMEXAZOL,"Regulador de Crecimiento de Plantas, Fungicida",Ligeramente Peligroso,2.0,2.0,lt,False,,105.7739,211.55,211.55,7.95,3,0.05,SILVESTRE PERU S.A.C.,PQUA N°1601-SENASA
Alcachofa,Mildiu,VACOMIL PLUS 50,"OXICLORURO DE COBRE, METALAXYL",Fungicida,Ligeramente Peligroso,1.0,1.0,kl,False,,44.6932,44.69,44.69,5.42,15,0.05,SILVESTRE PERU S.A.C.,994-2001-AG-SENASA
Alcachofa,Mosca blanca,CIGARAL 70 WP,IMIDACLOPRID,Insecticida,Ligeramente Peligroso,0.1,0.1,kl,True,2.0,96.8353,9.68,9.68,1.36,,0.2,HORTUS S A,PQUA N° 1440-SENASA
Alcachofa,Mosca blanca,ZUXION 20 LS,IMIDACLOPRID,Insecticida,Ligeramente Peligroso,0.5,0.5,lt,True,2.0,28.3057,14.15,14.15,1.53,7,0.05,SILVESTRE PERU S.A.C.,PQUA Nº 1633-SENASA
Alcachofa,Mosca minadora,POUNCE,PERMETHRIN,Insecticida,Moderadamente Peligroso,0.12,0.16,lt,False,,59.5909,7.15,9.53,2.52,,10,FMC LATINOAMERICA S.A. SUCURSAL,083-96-AG-SENASA
Alcachofa,Mosca minadora,VERMETIN 1.8% CE,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.5,0.5,lt,True,2.0,18.7711,9.39,9.39,1.39,7,0.01,NEOAGRUM S.A.,PQUA N° 2083-SENASA
Alcachofa,Mosca minadora,SPIDER 1.8 EC,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.4,0.8,lt,True,2.0,23.8364,9.53,19.07,1.05,7,0.01,ADAMA AGRICULTURE PERU S.A.,889-99-AG-SENASA
Alcachofa,Mosca minadora,DK-TINA,ABAMECTIN,"Acaricida, Insecticida",Moderadamente Peligroso,0.4,0.5,lt,True,2.0,25.3261,10.13,12.66,1.3,7,0.01,DROKASA  PERU S.A,PQUA N°1267-SENASA
Alcachofa,Mosca minadora,REZIO 75 WP,CYROMAZINE,Insecticida,Ligeramente Peligroso,0.14,0.16,kg,True,2.0,1092.5005,152.95,174.8,2.92,2,0.01,SILVESTRE PERU S.A.C.,PQUA N° 023-SENASA
Alcachofa,Mosca minadora de la alcachofa,REZIO GOLD,"CYROMAZINE, ABAMECTIN",Insecticida,Ligeramente Peligroso,0.3,0.4,kg,True,2.0,11.7195,3.52,4.69,4.76,14,0.01,SILVESTRE PERU S.A.C.,PQUA N° 1679-SENASA
Alcachofa,Mosca minadora de la alcachofa,RETO 1.8 EC,ABAMECTIN,Insecticida,Moderadamente Peligroso,0.375,0.5,lt,False,,17.8773,6.7,8.94,1.65,7,0.01,INSUMOS AGRICOLAS PERUANOS S.A.C.- INAP S.A.C.,PQUA N° 338-SENASA
Alcachofa,Mosca minadora de la alcachofa,NYCHUS 1.8 EC,ABAMECTIN,Acaricida,Moderadamente Peligroso,0.4,0.4,lt,True,2.0,17.8773,7.15,7.15,1.32,7,0.01,AVGUST PERU S.A.C.,PQUA Nº 1192-SENASA
Alcachofa,Mosca minadora de la alcachofa,ACARE 1.8 EC,ABAMECTIN,Acaricida,Moderadamente Peligroso,0.5,0.5,lt,True,2.0,28.3057,14.15,14.15,1.94,7,0.01,FARMAGRO S A,PQUA Nº 1131-SENASA
Alcachofa,Mosca minadora de la alcachofa,MINECTO DUO 40 WG,"THIAMETHOXAM, CYANTRANILIPROLE",Insecticida,Ligeramente Peligroso,0.3,0.45,lt,False,,524.4003,157.32,235.98,43.04,60,,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N°2558-SENASA
Alcachofa,Nematode del nudo de la Raíz,HUNTER,EXTRACTO VEGETAL (VARIOS),Nematicida,Ligeramente Peligroso,0.8,0.8,litro,True,2.0,44.6932,35.75,35.75,6.1,,,SILVESTRE PERU S.A.C.,PBUA N° 005-SENASA
Alcachofa,Nematode del nudo de la Raíz,AMAUTA 240 SL,OXAMYL,Insecticida,Altamente Peligroso,2.0,2.0,lt,True,2.0,19.3671,38.73,38.73,12.05,21,0.01,ARIS INDUSTRIAL S.A.,PQUA N° 247-SENASA
Alcachofa,Nematode del nudo de la Raíz,HUNTER,EXTRACTO VEGETAL (VARIOS),Nematicida,Ligeramente Peligroso,1.0,2.0,lt,True,2.0,44.6932,44.69,89.39,7.63,,,SILVESTRE PERU S.A.C.,PBUA N° 005-SENASA
Alcachofa,Nematode del nudo de la Raíz,TRICOX,"TRICHODERMA HARZIANUM, TRICHODERMA KONINGII","Nematicida, Fungicida",Ligeramente Peligroso,1.5,2.75,kg,False,,56.6114,84.92,155.68,34.56,,,NEOAGRUM S.A.,PBUA N° 162-SENASA
Alcachofa,Nematode del nudo de la Raíz,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,3.0,6.0,lt,False,,45.5871,136.76,273.52,55.54,,1,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Alcachofa,Oidium,SULFA PLUS 800 WG,AZUFRE,Fungicida,Ligeramente Peligroso,1.0,2.0,kg,True,2.0,7.4489,7.45,14.9,1.47,,,SILVESTRE PERU S.A.C.,PQUA N° 555-SENASA
